,label,gry,b,g,r,h,s,v,l,a,bl,gry_std,b_std,g_std,r_std,h_std,s_std,v_std,l_std,a_std,bl_std,gry_min,b_min,g_min,r_min,h_min,s_min,v_min,l_min,a_min,bl_min,orb_gry1,orb_gry2,orb_gry3,orb_gry4,orb_gry5,orb_gry6,orb_gry7,orb_gry8,orb_gry9,orb_gry10,orb_gry11,orb_gry12,orb_gry13,orb_gry14,orb_gry15,orb_gry16,orb_gry17,orb_gry18,orb_gry19,orb_gry20,orb_b1,orb_b2,orb_b3,orb_b4,orb_b5,orb_b6,orb_b7,orb_b8,orb_b9,orb_b10,orb_b11,orb_b12,orb_b13,orb_b14,orb_b15,orb_b16,orb_b17,orb_b18,orb_b19,orb_b20,orb_g1,orb_g2,orb_g3,orb_g4,orb_g5,orb_g6,orb_g7,orb_g8,orb_g9,orb_g10,orb_g11,orb_g12,orb_g13,orb_g14,orb_g15,orb_g16,orb_g17,orb_g18,orb_g19,orb_g20,orb_r1,orb_r2,orb_r3,orb_r4,orb_r5,orb_r6,orb_r7,orb_r8,orb_r9,orb_r10,orb_r11,orb_r12,orb_r13,orb_r14,orb_r15,orb_r16,orb_r17,orb_r18,orb_r19,orb_r20,orb_l1,orb_l2,orb_l3,orb_l4,orb_l5,orb_l6,orb_l7,orb_l8,orb_l9,orb_l10,orb_l11,orb_l12,orb_l13,orb_l14,orb_l15,orb_l16,orb_l17,orb_l18,orb_l19,orb_l20,orb_a1,orb_a2,orb_a3,orb_a4,orb_a5,orb_a6,orb_a7,orb_a8,orb_a9,orb_a10,orb_a11,orb_a12,orb_a13,orb_a14,orb_a15,orb_a16,orb_a17,orb_a18,orb_a19,orb_a20,orb_bl1,orb_bl2,orb_bl3,orb_bl4,orb_bl5,orb_bl6,orb_bl7,orb_bl8,orb_bl9,orb_bl10,orb_bl11,orb_bl12,orb_bl13,orb_bl14,orb_bl15,orb_bl16,orb_bl17,orb_bl18,orb_bl19,orb_bl20,orb_h1,orb_h2,orb_h3,orb_h4,orb_h5,orb_h6,orb_h7,orb_h8,orb_h9,orb_h10,orb_h11,orb_h12,orb_h13,orb_h14,orb_h15,orb_h16,orb_h17,orb_h18,orb_h19,orb_h20,orb_s1,orb_s2,orb_s3,orb_s4,orb_s5,orb_s6,orb_s7,orb_s8,orb_s9,orb_s10,orb_s11,orb_s12,orb_s13,orb_s14,orb_s15,orb_s16,orb_s17,orb_s18,orb_s19,orb_s20,orb_v1,orb_v2,orb_v3,orb_v4,orb_v5,orb_v6,orb_v7,orb_v8,orb_v9,orb_v10,orb_v11,orb_v12,orb_v13,orb_v14,orb_v15,orb_v16,orb_v17,orb_v18,orb_v19,orb_v20
455,3,80.17255979525699,41.59131746296471,93.01466696633776,69.71254776007946,44.0662732275301,142.2509117009476,93.1287038983825,93.01827751959341,109.6077837148098,154.26231611916276,16.501079495573357,14.054165797652395,16.925928979455776,18.600798323636244,3.999506234003897,26.57225539913961,17.301769027508133,17.809295338655648,3.169989885631587,6.025417083233641,24.0,1.0,29.0,11.0,16.0,12.0,29.0,25.0,98.0,127.0,2.0,12.0,28.0,16.0,18.0,14.0,15.0,18.0,7.0,31.0,17.0,7.0,40.0,5.0,32.0,26.0,9.0,29.0,25.0,13.0,10.0,44.0,15.0,11.0,17.0,24.0,23.0,32.0,13.0,27.0,15.0,34.0,10.0,15.0,25.0,17.0,11.0,8.0,8.0,42.0,17.0,48.0,46.0,25.0,26.0,7.0,28.0,12.0,7.0,35.0,12.0,34.0,64.0,21.0,10.0,5.0,15.0,15.0,13.0,9.0,47.0,10.0,29.0,3.0,14.0,22.0,45.0,8.0,26.0,10.0,15.0,35.0,5.0,13.0,15.0,58.0,21.0,22.0,14.0,21.0,6.0,25.0,11.0,23.0,62.0,4.0,11.0,56.0,12.0,26.0,51.0,21.0,11.0,30.0,15.0,14.0,5.0,9.0,15.0,42.0,44.0,11.0,33.0,35.0,20.0,20.0,7.0,17.0,16.0,21.0,6.0,1.0,12.0,16.0,13.0,12.0,15.0,10.0,19.0,26.0,12.0,10.0,17.0,11.0,19.0,25.0,28.0,62.0,30.0,10.0,43.0,4.0,11.0,15.0,15.0,51.0,4.0,1.0,14.0,11.0,1.0,4.0,5.0,4.0,7.0,8.0,0.0,4.0,3.0,7.0,7.0,1.0,3.0,0.0,1.0,2.0,0.0,0.0,12.0,5.0,16.0,6.0,15.0,55.0,26.0,16.0,13.0,28.0,29.0,11.0,9.0,24.0,69.0,43.0,12.0,11.0,50.0,20.0,22.0,25.0,61.0,17.0,44.0,8.0,29.0,10.0,14.0,23.0,57.0,15.0,10.0,9.0,18.0,20.0,4.0,47.0,9.0,10.0,34.0,10.0
456,1,84.63674078897877,42.35110325080007,97.12171516148408,76.31007865086538,41.645689359958226,146.57182154506003,97.20569924043812,97.63534853954157,110.25336694193535,156.24149352435597,17.61671490042869,14.997229687886325,17.69325340962961,19.47451071324148,3.402548545957756,23.28963636966233,17.975631923520087,18.83503447511652,2.4338840209487005,4.4826021879829625,17.0,1.0,23.0,7.0,4.0,2.0,23.0,16.0,102.0,116.0,24.0,27.0,34.0,12.0,10.0,11.0,6.0,19.0,11.0,27.0,36.0,16.0,47.0,16.0,27.0,12.0,30.0,8.0,16.0,9.0,24.0,38.0,19.0,18.0,9.0,22.0,17.0,26.0,25.0,33.0,20.0,11.0,18.0,9.0,29.0,20.0,11.0,21.0,13.0,38.0,21.0,23.0,35.0,32.0,8.0,4.0,8.0,8.0,22.0,8.0,9.0,25.0,99.0,10.0,15.0,16.0,8.0,52.0,6.0,9.0,29.0,7.0,17.0,20.0,23.0,19.0,25.0,7.0,69.0,15.0,9.0,38.0,5.0,6.0,36.0,35.0,14.0,17.0,32.0,9.0,11.0,14.0,5.0,42.0,40.0,21.0,9.0,27.0,8.0,9.0,80.0,25.0,25.0,16.0,9.0,5.0,14.0,31.0,10.0,29.0,4.0,16.0,75.0,31.0,15.0,7.0,8.0,10.0,20.0,3.0,0.0,0.0,1.0,10.0,14.0,2.0,12.0,14.0,18.0,8.0,7.0,14.0,11.0,16.0,14.0,15.0,49.0,53.0,5.0,2.0,34.0,5.0,8.0,16.0,13.0,7.0,10.0,0.0,13.0,10.0,18.0,3.0,0.0,2.0,6.0,6.0,0.0,11.0,4.0,10.0,3.0,0.0,4.0,17.0,1.0,6.0,5.0,3.0,5.0,5.0,24.0,18.0,37.0,64.0,18.0,22.0,19.0,19.0,21.0,31.0,13.0,28.0,35.0,33.0,16.0,21.0,14.0,19.0,13.0,35.0,27.0,19.0,79.0,16.0,35.0,6.0,10.0,24.0,30.0,15.0,3.0,12.0,9.0,15.0,25.0,44.0,7.0,29.0,7.0,9.0
457,3,59.05553166436288,35.63462808521096,68.0029590948651,50.416182870014836,46.741068960221156,124.68863973787948,68.00426457789382,67.56171095069882,114.20134643935906,145.27234935749755,16.412836884619292,14.335072797700114,16.949051116244526,17.07804986707541,3.615683005176705,28.91613271570323,16.952874872857155,18.524416571058648,2.766647803763309,4.264514371935377,17.0,1.0,22.0,7.0,21.0,16.0,22.0,15.0,98.0,129.0,38.0,7.0,6.0,5.0,6.0,13.0,28.0,42.0,32.0,4.0,24.0,18.0,7.0,18.0,13.0,23.0,5.0,13.0,11.0,27.0,29.0,47.0,21.0,16.0,17.0,9.0,23.0,7.0,15.0,10.0,19.0,10.0,14.0,10.0,11.0,18.0,21.0,30.0,13.0,25.0,14.0,7.0,8.0,9.0,15.0,22.0,12.0,14.0,12.0,2.0,43.0,5.0,79.0,25.0,16.0,8.0,42.0,2.0,45.0,8.0,8.0,20.0,7.0,16.0,17.0,3.0,49.0,30.0,54.0,29.0,22.0,12.0,14.0,25.0,21.0,9.0,20.0,5.0,3.0,12.0,26.0,1.0,52.0,16.0,11.0,28.0,11.0,4.0,18.0,8.0,43.0,16.0,6.0,2.0,15.0,52.0,13.0,3.0,19.0,50.0,0.0,21.0,22.0,33.0,30.0,2.0,10.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,4.0,11.0,23.0,6.0,6.0,14.0,0.0,12.0,14.0,4.0,10.0,4.0,10.0,0.0,15.0,0.0,0.0,0.0,39.0,1.0,20.0,0.0,22.0,19.0,3.0,8.0,0.0,4.0,5.0,1.0,1.0,1.0,4.0,6.0,0.0,0.0,1.0,1.0,10.0,4.0,2.0,2.0,4.0,0.0,26.0,19.0,25.0,7.0,43.0,29.0,15.0,33.0,38.0,10.0,21.0,15.0,9.0,25.0,26.0,34.0,8.0,21.0,48.0,48.0,3.0,20.0,69.0,25.0,10.0,16.0,31.0,4.0,10.0,15.0,42.0,12.0,58.0,1.0,11.0,17.0,17.0,4.0,4.0,19.0
458,2,78.92008156563652,41.698486260884295,91.2017001668388,69.06486057042981,43.61891369402294,139.95678080559307,91.22499404147136,91.43710177166918,110.26320277535022,153.5381107491857,12.992136460682756,11.814227280114856,13.400421152511495,13.865251288064961,2.8450978006364336,21.913737887896986,13.50812253806651,14.130497270472318,2.192270670789923,4.041550189158376,26.0,2.0,33.0,19.0,18.0,42.0,33.0,28.0,100.0,136.0,10.0,13.0,22.0,5.0,10.0,10.0,6.0,11.0,4.0,7.0,31.0,8.0,31.0,13.0,28.0,22.0,12.0,31.0,5.0,3.0,8.0,5.0,23.0,9.0,4.0,12.0,20.0,12.0,29.0,24.0,7.0,12.0,9.0,5.0,36.0,18.0,8.0,16.0,4.0,9.0,6.0,11.0,34.0,22.0,21.0,3.0,6.0,6.0,7.0,7.0,7.0,37.0,12.0,9.0,23.0,25.0,8.0,21.0,9.0,20.0,14.0,14.0,9.0,14.0,30.0,15.0,10.0,5.0,16.0,6.0,18.0,25.0,3.0,7.0,14.0,39.0,18.0,12.0,11.0,25.0,10.0,24.0,7.0,21.0,30.0,24.0,10.0,12.0,5.0,34.0,13.0,16.0,18.0,20.0,14.0,6.0,15.0,20.0,9.0,6.0,3.0,6.0,22.0,19.0,13.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,7.0,0.0,4.0,7.0,8.0,0.0,6.0,7.0,1.0,15.0,5.0,1.0,2.0,8.0,9.0,0.0,14.0,0.0,0.0,5.0,15.0,3.0,7.0,0.0,21.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,35.0,18.0,29.0,26.0,62.0,10.0,30.0,52.0,29.0,10.0,22.0,19.0,9.0,10.0,15.0,17.0,22.0,20.0,40.0,23.0,9.0,10.0,6.0,6.0,26.0,2.0,15.0,30.0,35.0,1.0,5.0,31.0,7.0,26.0,22.0,22.0,4.0,16.0,8.0,14.0
459,3,81.48284054765723,34.32441546639514,98.14755103493204,66.73421872348347,45.006213424281086,166.28629378821805,98.14760577875829,96.74331167302608,104.84404031335366,159.69099847264724,11.751098704094273,9.6613867689505,12.863708062622699,12.25294989162732,2.2124092541938616,20.179226493724567,12.863575507810516,12.988729707097598,2.410145425184463,4.697463161314448,38.0,1.0,43.0,30.0,22.0,55.0,43.0,42.0,94.0,141.0,17.0,5.0,14.0,1.0,6.0,6.0,18.0,20.0,14.0,3.0,17.0,7.0,12.0,2.0,20.0,11.0,4.0,12.0,14.0,6.0,5.0,10.0,17.0,12.0,9.0,8.0,11.0,7.0,15.0,20.0,2.0,10.0,11.0,13.0,16.0,17.0,7.0,9.0,3.0,3.0,8.0,8.0,37.0,24.0,11.0,9.0,5.0,6.0,6.0,2.0,30.0,12.0,32.0,6.0,9.0,4.0,14.0,5.0,23.0,12.0,7.0,21.0,6.0,4.0,2.0,13.0,11.0,17.0,29.0,8.0,11.0,31.0,20.0,24.0,7.0,17.0,20.0,9.0,4.0,7.0,20.0,7.0,21.0,22.0,35.0,3.0,6.0,11.0,11.0,8.0,48.0,15.0,4.0,4.0,8.0,18.0,3.0,6.0,13.0,9.0,0.0,6.0,3.0,20.0,7.0,1.0,6.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,1.0,2.0,7.0,7.0,17.0,2.0,2.0,7.0,37.0,14.0,5.0,0.0,2.0,36.0,0.0,30.0,0.0,0.0,2.0,5.0,1.0,3.0,0.0,15.0,14.0,0.0,2.0,0.0,3.0,4.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,4.0,0.0,12.0,19.0,23.0,38.0,37.0,20.0,16.0,20.0,10.0,25.0,22.0,22.0,26.0,24.0,13.0,28.0,12.0,17.0,42.0,25.0,7.0,16.0,17.0,7.0,23.0,11.0,13.0,5.0,30.0,5.0,20.0,1.0,20.0,5.0,5.0,37.0,13.0,13.0,7.0,8.0
460,3,70.96663723246412,27.646443099811925,86.67862656406744,56.66029326076902,45.656731121563254,174.6253206225634,86.67999014855263,84.88357271149077,105.88214905720447,157.6209595550029,16.01383760937086,11.12459277317894,17.911514360710093,15.904758360385035,2.501833438867639,25.709269410139164,17.91502174913743,18.245140091731827,3.0417521950473283,6.038514557255592,28.0,1.0,37.0,14.0,20.0,37.0,37.0,33.0,96.0,140.0,19.0,6.0,10.0,11.0,12.0,4.0,9.0,6.0,7.0,6.0,21.0,3.0,25.0,11.0,9.0,11.0,10.0,21.0,4.0,7.0,11.0,20.0,8.0,13.0,2.0,10.0,8.0,10.0,8.0,11.0,5.0,8.0,8.0,4.0,9.0,13.0,4.0,6.0,6.0,20.0,9.0,5.0,22.0,31.0,5.0,9.0,9.0,14.0,5.0,4.0,15.0,15.0,34.0,13.0,15.0,10.0,9.0,4.0,14.0,3.0,6.0,9.0,19.0,9.0,6.0,17.0,22.0,14.0,24.0,13.0,4.0,12.0,3.0,10.0,7.0,7.0,12.0,8.0,5.0,6.0,3.0,12.0,15.0,21.0,16.0,8.0,13.0,6.0,11.0,9.0,50.0,15.0,3.0,6.0,20.0,13.0,6.0,4.0,8.0,13.0,1.0,7.0,7.0,16.0,13.0,1.0,7.0,2.0,0.0,4.0,0.0,0.0,0.0,1.0,7.0,0.0,3.0,9.0,3.0,0.0,2.0,6.0,3.0,19.0,8.0,2.0,4.0,3.0,13.0,0.0,24.0,0.0,5.0,1.0,13.0,0.0,17.0,0.0,34.0,7.0,0.0,0.0,0.0,2.0,3.0,3.0,0.0,0.0,2.0,1.0,2.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,21.0,19.0,45.0,28.0,13.0,15.0,12.0,22.0,21.0,22.0,26.0,34.0,19.0,25.0,13.0,27.0,8.0,10.0,18.0,24.0,4.0,16.0,22.0,11.0,40.0,11.0,6.0,7.0,19.0,11.0,14.0,6.0,16.0,5.0,8.0,29.0,4.0,7.0,8.0,3.0
461,2,70.30967406577163,39.4624481209847,80.76615254664036,61.592074592074596,44.284853358024094,131.97384729092047,80.84020857191591,80.95398097837122,112.44906313198996,149.72269194220414,17.111446781849228,13.327897963246322,17.878995504570547,18.171837054930663,3.4556878814042262,22.760909745371947,18.170161644765066,18.79090641990528,2.7382402668871815,4.977490384964713,13.0,1.0,18.0,8.0,16.0,14.0,18.0,11.0,100.0,129.0,16.0,8.0,42.0,12.0,5.0,11.0,18.0,16.0,9.0,3.0,35.0,11.0,6.0,13.0,18.0,20.0,10.0,6.0,21.0,17.0,75.0,53.0,6.0,16.0,15.0,25.0,4.0,55.0,2.0,51.0,17.0,2.0,10.0,6.0,31.0,14.0,3.0,8.0,7.0,33.0,31.0,27.0,32.0,54.0,4.0,6.0,14.0,36.0,6.0,15.0,16.0,43.0,106.0,28.0,4.0,2.0,4.0,3.0,12.0,10.0,23.0,5.0,55.0,5.0,4.0,11.0,91.0,14.0,69.0,5.0,13.0,40.0,5.0,17.0,3.0,33.0,17.0,43.0,6.0,1.0,9.0,40.0,11.0,51.0,33.0,8.0,33.0,27.0,8.0,0.0,71.0,26.0,1.0,5.0,32.0,10.0,3.0,4.0,12.0,76.0,9.0,23.0,26.0,38.0,48.0,11.0,16.0,19.0,35.0,9.0,2.0,2.0,4.0,8.0,21.0,1.0,28.0,22.0,20.0,6.0,11.0,8.0,6.0,24.0,30.0,27.0,32.0,15.0,42.0,24.0,37.0,1.0,7.0,7.0,10.0,11.0,19.0,10.0,26.0,27.0,0.0,7.0,3.0,7.0,9.0,15.0,1.0,0.0,2.0,9.0,8.0,0.0,3.0,0.0,3.0,12.0,0.0,1.0,1.0,4.0,27.0,7.0,20.0,99.0,18.0,30.0,11.0,9.0,3.0,11.0,21.0,5.0,76.0,40.0,24.0,22.0,37.0,7.0,17.0,4.0,22.0,23.0,69.0,13.0,46.0,4.0,3.0,1.0,27.0,105.0,12.0,5.0,11.0,22.0,6.0,51.0,7.0,5.0,17.0,2.0
462,2,77.21066639542966,33.5279290088173,91.93162567032272,64.9843304118847,44.09184763260947,165.10491786604285,91.98817293619715,91.01010357863329,107.23477823549023,157.55480400300618,16.949053782583395,14.440607581634048,17.16060801275479,18.96612265321199,3.1676545278136983,28.931038612967075,17.337569304081022,18.250185545189712,2.937992207314674,5.06332234002915,16.0,1.0,23.0,6.0,19.0,35.0,23.0,15.0,98.0,131.0,9.0,8.0,14.0,30.0,46.0,22.0,14.0,27.0,8.0,10.0,21.0,9.0,27.0,13.0,35.0,30.0,9.0,26.0,22.0,13.0,5.0,11.0,33.0,16.0,10.0,16.0,22.0,25.0,25.0,22.0,5.0,15.0,26.0,10.0,17.0,17.0,14.0,19.0,11.0,7.0,14.0,47.0,14.0,47.0,31.0,12.0,13.0,12.0,11.0,20.0,16.0,31.0,44.0,4.0,19.0,10.0,24.0,40.0,17.0,23.0,32.0,25.0,13.0,11.0,20.0,47.0,1.0,17.0,17.0,6.0,27.0,40.0,22.0,23.0,14.0,18.0,30.0,34.0,24.0,22.0,22.0,45.0,14.0,31.0,14.0,14.0,14.0,42.0,17.0,28.0,41.0,29.0,15.0,39.0,16.0,23.0,10.0,26.0,18.0,2.0,33.0,9.0,11.0,21.0,25.0,18.0,10.0,9.0,7.0,13.0,1.0,0.0,0.0,20.0,12.0,13.0,13.0,13.0,7.0,13.0,45.0,6.0,29.0,36.0,27.0,24.0,5.0,1.0,37.0,0.0,22.0,1.0,14.0,19.0,6.0,16.0,12.0,0.0,28.0,19.0,2.0,3.0,3.0,3.0,3.0,9.0,1.0,0.0,4.0,3.0,16.0,0.0,4.0,0.0,1.0,7.0,1.0,0.0,5.0,11.0,35.0,27.0,26.0,24.0,33.0,8.0,15.0,45.0,19.0,9.0,19.0,41.0,20.0,12.0,15.0,25.0,40.0,22.0,34.0,31.0,40.0,11.0,20.0,6.0,62.0,13.0,27.0,28.0,16.0,7.0,11.0,26.0,23.0,17.0,16.0,40.0,15.0,21.0,26.0,24.0
463,3,89.31287660932213,35.00046235138706,107.1363160622288,75.06387497332616,43.627018321122634,172.9661623192529,107.14724471857821,105.72146406397657,103.8282509069108,163.37495808395403,14.725083600119955,12.386514607473586,14.729182596099674,17.275757696393242,2.9946639075623587,20.705391730059546,14.770187751494605,15.31397063845246,2.2941428665398016,4.6790043313266505,38.0,1.0,49.0,28.0,21.0,34.0,49.0,46.0,97.0,139.0,8.0,6.0,1.0,6.0,4.0,15.0,40.0,26.0,10.0,2.0,8.0,15.0,13.0,17.0,5.0,13.0,7.0,7.0,8.0,42.0,11.0,5.0,9.0,29.0,14.0,20.0,16.0,3.0,14.0,17.0,17.0,24.0,18.0,14.0,8.0,14.0,17.0,25.0,19.0,11.0,6.0,0.0,31.0,9.0,13.0,21.0,10.0,8.0,11.0,7.0,42.0,11.0,10.0,10.0,10.0,9.0,15.0,6.0,26.0,19.0,0.0,17.0,2.0,12.0,13.0,8.0,7.0,31.0,14.0,24.0,32.0,6.0,25.0,26.0,23.0,26.0,8.0,7.0,11.0,11.0,20.0,10.0,39.0,8.0,35.0,12.0,6.0,2.0,13.0,10.0,13.0,10.0,6.0,8.0,6.0,24.0,16.0,19.0,17.0,2.0,0.0,6.0,15.0,18.0,7.0,3.0,5.0,3.0,1.0,4.0,13.0,4.0,0.0,4.0,2.0,2.0,5.0,6.0,9.0,0.0,2.0,8.0,7.0,12.0,10.0,2.0,6.0,4.0,18.0,12.0,15.0,7.0,10.0,3.0,12.0,0.0,8.0,1.0,13.0,10.0,0.0,0.0,7.0,3.0,3.0,1.0,5.0,0.0,0.0,5.0,2.0,8.0,2.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,20.0,38.0,29.0,14.0,15.0,34.0,11.0,14.0,22.0,24.0,18.0,29.0,13.0,24.0,18.0,25.0,7.0,40.0,29.0,47.0,3.0,9.0,10.0,16.0,8.0,23.0,11.0,6.0,31.0,3.0,37.0,9.0,26.0,7.0,13.0,12.0,17.0,9.0,7.0,17.0
464,3,87.43851595866072,40.656134059270364,104.21800932416132,72.33638705050043,45.29180712678904,156.11453069474786,104.23580999576174,102.98905226094612,104.72652169660614,159.39284712939718,12.365611692636008,11.131038578420076,12.759646543391357,13.79693724722996,2.664276931709203,19.683923886577265,12.83583983042042,13.100504939606376,2.4217897342457197,4.650347489443654,45.0,2.0,58.0,30.0,23.0,15.0,58.0,54.0,97.0,129.0,10.0,10.0,8.0,10.0,12.0,8.0,3.0,14.0,9.0,14.0,22.0,6.0,13.0,9.0,26.0,12.0,11.0,10.0,5.0,7.0,7.0,33.0,5.0,7.0,2.0,21.0,12.0,47.0,14.0,23.0,18.0,3.0,5.0,7.0,23.0,6.0,4.0,3.0,14.0,53.0,6.0,83.0,65.0,20.0,8.0,6.0,15.0,4.0,5.0,17.0,9.0,18.0,69.0,12.0,9.0,2.0,9.0,12.0,7.0,2.0,83.0,5.0,26.0,8.0,1.0,17.0,18.0,3.0,47.0,7.0,9.0,49.0,14.0,8.0,7.0,31.0,11.0,20.0,12.0,4.0,3.0,19.0,9.0,16.0,50.0,7.0,9.0,86.0,5.0,5.0,100.0,6.0,4.0,14.0,8.0,8.0,2.0,11.0,7.0,16.0,55.0,19.0,21.0,30.0,8.0,8.0,5.0,6.0,17.0,12.0,0.0,0.0,0.0,5.0,6.0,0.0,14.0,21.0,19.0,3.0,33.0,4.0,11.0,7.0,11.0,29.0,16.0,32.0,24.0,0.0,29.0,0.0,3.0,4.0,36.0,33.0,15.0,0.0,16.0,15.0,0.0,5.0,1.0,4.0,6.0,6.0,0.0,0.0,4.0,9.0,3.0,0.0,3.0,0.0,6.0,3.0,0.0,0.0,8.0,20.0,51.0,18.0,14.0,36.0,21.0,5.0,13.0,25.0,9.0,12.0,23.0,24.0,35.0,10.0,7.0,18.0,44.0,9.0,52.0,21.0,83.0,11.0,45.0,9.0,14.0,6.0,9.0,16.0,46.0,5.0,6.0,2.0,9.0,17.0,4.0,79.0,4.0,5.0,2.0,6.0
465,3,84.56646717818562,40.157264706744435,99.8049448133972,71.56597480700809,44.518050679061915,153.89385884187266,99.83193730473671,99.03675785302721,106.63517640369749,157.84324425713498,16.12351452526315,13.547232075446727,16.602879236903714,17.805033258526407,3.0488320335943486,23.47693693762165,16.66999671226864,17.315916241063128,2.855693921786528,5.3030087875499605,11.0,1.0,14.0,6.0,15.0,8.0,14.0,9.0,95.0,130.0,16.0,18.0,11.0,5.0,21.0,20.0,21.0,18.0,21.0,30.0,11.0,19.0,24.0,16.0,27.0,22.0,14.0,26.0,9.0,24.0,9.0,6.0,31.0,10.0,13.0,16.0,32.0,5.0,37.0,15.0,17.0,26.0,11.0,16.0,8.0,28.0,36.0,31.0,36.0,9.0,10.0,3.0,15.0,10.0,30.0,13.0,9.0,7.0,32.0,15.0,42.0,6.0,19.0,8.0,31.0,13.0,16.0,25.0,18.0,18.0,5.0,24.0,4.0,36.0,29.0,5.0,7.0,32.0,12.0,26.0,25.0,14.0,15.0,24.0,42.0,12.0,27.0,5.0,28.0,21.0,21.0,9.0,31.0,8.0,11.0,31.0,8.0,3.0,15.0,29.0,20.0,20.0,17.0,28.0,9.0,27.0,18.0,17.0,23.0,3.0,7.0,4.0,10.0,13.0,9.0,4.0,7.0,12.0,1.0,6.0,11.0,6.0,1.0,1.0,5.0,7.0,1.0,4.0,2.0,14.0,2.0,5.0,23.0,19.0,10.0,3.0,0.0,6.0,12.0,1.0,27.0,4.0,2.0,2.0,9.0,0.0,3.0,1.0,15.0,15.0,0.0,4.0,6.0,1.0,1.0,1.0,5.0,0.0,2.0,3.0,1.0,1.0,6.0,1.0,2.0,1.0,1.0,0.0,9.0,0.0,19.0,20.0,37.0,17.0,26.0,23.0,30.0,17.0,29.0,33.0,26.0,18.0,10.0,19.0,25.0,31.0,24.0,24.0,23.0,49.0,3.0,13.0,11.0,17.0,7.0,13.0,30.0,37.0,14.0,3.0,33.0,15.0,27.0,8.0,34.0,16.0,9.0,11.0,17.0,20.0
466,1,83.84369114877589,40.55454324119992,98.58869159716619,71.38164418309697,44.45647411506976,151.17494267010005,98.59061967536543,97.94710275824076,107.25603084925119,157.13159614128136,16.454615468398913,13.738528290284586,17.567844815975196,16.868894497579323,2.968775526751556,26.32157726571064,17.56951579177234,18.104637544065344,2.9211054515883483,5.637751123392207,8.0,1.0,11.0,2.0,16.0,9.0,11.0,7.0,96.0,123.0,23.0,31.0,5.0,7.0,6.0,6.0,14.0,20.0,27.0,6.0,10.0,15.0,17.0,23.0,12.0,26.0,9.0,11.0,20.0,19.0,9.0,16.0,43.0,11.0,15.0,10.0,24.0,1.0,24.0,19.0,12.0,20.0,12.0,14.0,14.0,19.0,17.0,21.0,16.0,26.0,4.0,6.0,32.0,6.0,15.0,16.0,5.0,11.0,29.0,2.0,16.0,10.0,28.0,12.0,26.0,14.0,28.0,17.0,28.0,20.0,6.0,30.0,9.0,26.0,21.0,7.0,8.0,30.0,23.0,17.0,13.0,17.0,12.0,22.0,30.0,13.0,9.0,11.0,7.0,16.0,9.0,9.0,25.0,13.0,18.0,28.0,13.0,5.0,23.0,10.0,30.0,9.0,15.0,8.0,5.0,31.0,18.0,31.0,21.0,8.0,1.0,8.0,16.0,27.0,12.0,2.0,4.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,9.0,12.0,3.0,1.0,9.0,0.0,26.0,16.0,5.0,8.0,6.0,18.0,0.0,22.0,1.0,0.0,1.0,11.0,0.0,8.0,2.0,12.0,25.0,1.0,3.0,0.0,1.0,2.0,0.0,0.0,3.0,7.0,4.0,1.0,2.0,1.0,1.0,4.0,4.0,2.0,0.0,7.0,1.0,38.0,30.0,32.0,16.0,25.0,44.0,16.0,12.0,28.0,29.0,11.0,23.0,17.0,39.0,20.0,19.0,7.0,41.0,17.0,31.0,5.0,3.0,20.0,14.0,9.0,22.0,23.0,10.0,17.0,7.0,14.0,28.0,32.0,5.0,31.0,27.0,16.0,18.0,13.0,11.0
